Time,Destination,Length,Source Port,Second
45.61264399,10.0.0.12,247,12628.0,46
45.73172149,10.0.0.12,238,28991.0,46
45.25616419,10.0.0.11,229,20383.0,46
45.19984894,10.0.0.12,259,26288.0,46
45.30728391,10.0.0.12,245,29978.0,46
45.31568037,10.0.0.6,254,24352.0,46
45.66799119,10.0.0.12,244,22244.0,46
45.05248806,10.0.0.12,229,16550.0,46
45.8445158,10.0.0.12,239,13935.0,46
45.51962032,10.0.0.1,246,21777.0,46
45.66797483,10.0.0.12,238,14633.0,46
45.11986433,10.0.0.3,242,17072.0,46
45.64382268,10.0.0.12,250,26127.0,46
45.48253785,10.0.0.5,260,25652.0,46
45.86802124,10.0.0.9,237,12867.0,46
45.44109963,10.0.0.12,257,17847.0,46
45.87021406,10.0.0.12,291,11580.0,46
45.3277338,10.0.0.12,275,23415.0,46
45.70402775,10.0.0.12,248,20610.0,46
45.21840368,10.0.0.12,244,22191.0,46
45.34374327,10.0.0.12,249,27215.0,46
45.27213101,10.0.0.12,251,19529.0,46
45.35260506,10.0.0.12,278,14815.0,46
45.86009045,10.0.0.12,254,26815.0,46
45.51563571,10.0.0.12,267,23697.0,46
45.22370131,10.0.0.12,241,19685.0,46
45.39437469,10.0.0.12,247,18020.0,46
45.47967481,10.0.0.12,236,15315.0,46
45.25694427,10.0.0.12,251,27699.0,46
45.45568901,10.0.0.12,266,26107.0,46
45.79173905,10.0.0.11,299,26916.0,46
45.97207272,10.0.0.11,251,20871.0,46
45.23837423,10.0.0.11,251,16498.0,46
45.84373935,10.0.0.12,272,11825.0,46
45.36622612,10.0.0.12,244,13985.0,46
45.45589466,10.0.0.5,279,0.0,46
45.21578367,10.0.0.12,255,15098.0,46
45.1553151,10.0.0.2,274,20523.0,46
45.28370916,10.0.0.12,278,20124.0,46
45.78080426,10.0.0.12,258,29728.0,46
45.13607183,10.0.0.12,231,29204.0,46
45.40396193,10.0.0.12,211,15593.0,46
45.624086,10.0.0.12,295,19527.0,46
45.35184069,10.0.0.3,247,26121.0,46
45.62064983,10.0.0.12,266,25306.0,46
45.46803516,10.0.0.12,276,27723.0,46
45.75964668,10.0.0.12,277,25277.0,46
45.31632275,10.0.0.12,262,15308.0,46
45.18418752,10.0.0.1,322,0.0,46
45.81326283,10.0.0.12,252,19092.0,46
45.41979911,10.0.0.12,234,14515.0,46
45.36760283,10.0.0.12,277,20052.0,46
45.82397614,10.0.0.10,253,11916.0,46
45.49182521,10.0.0.12,242,20553.0,46
45.6278821,10.0.0.12,249,23937.0,46
45.81992082,10.0.0.12,235,22317.0,46
45.64399504,10.0.0.12,237,14140.0,46
45.71172857,10.0.0.12,261,15373.0,46
45.73564038,10.0.0.12,267,25125.0,46
45.12787559,10.0.0.12,243,12963.0,46
45.77090271,10.0.0.12,244,12241.0,46
45.04416777,10.0.0.12,264,10933.0,46
45.95219827,10.0.0.12,251,24866.0,46
45.64380904,10.0.0.12,250,26127.0,46
45.04418814,10.0.0.12,264,10933.0,46
45.09565811,10.0.0.12,254,18224.0,46
45.32843535,10.0.0.12,261,18052.0,46
45.01213951,10.0.0.12,264,17945.0,46
45.42772542,10.0.0.12,267,18125.0,46
45.8864976,10.0.0.12,260,19090.0,46
45.77088898,10.0.0.12,244,12241.0,46
45.37701259,10.0.0.12,277,13493.0,46
45.95992536,10.0.0.12,263,28487.0,46
45.32772543,10.0.0.12,275,23415.0,46
45.36624123,10.0.0.12,244,13985.0,46
45.77991009,10.0.0.1,280,0.0,46
45.64379941,10.0.0.8,242,18591.0,46
45.22371256,10.0.0.12,241,19685.0,46
45.06780421,10.0.0.11,259,10479.0,46
45.37574847,10.0.0.11,283,29279.0,46
45.13587284,10.0.0.12,261,18181.0,46
45.61988425,10.0.0.12,236,23358.0,46
45.44037622,10.0.0.12,253,27510.0,46
45.9879886,10.0.0.6,308,0.0,46
45.94406933,10.0.0.11,256,16512.0,46
45.97991263,10.0.0.12,260,10805.0,46
45.04416777,10.0.0.12,244,26310.0,46
45.37828689,10.0.0.12,254,10201.0,46
45.92808696,10.0.0.6,268,15567.0,46
45.37767577,10.0.0.1,268,28401.0,46
45.57173571,10.0.0.12,264,16106.0,46
45.89989015,10.0.0.12,286,20673.0,46
45.00039247,10.0.0.1,274,18828.0,46
45.60407436,10.0.0.12,230,16307.0,46
45.28361226,10.0.0.12,278,20124.0,46
45.50004224,10.0.0.12,245,14720.0,46
45.82259565,10.0.0.12,265,27885.0,46
45.1760069,10.0.0.12,278,26881.0,46
45.13584193,10.0.0.12,245,22961.0,46
45.97203585,10.0.0.12,271,11493.0,46
45.27589357,10.0.0.12,252,10249.0,46
45.41184937,10.0.0.12,235,29570.0,46
45.1839527,10.0.0.12,241,17468.0,46
45.82062466,10.0.0.12,257,17283.0,46
45.86869906,10.0.0.12,268,10289.0,46
45.41981771,10.0.0.12,246,23269.0,46
45.66008468,10.0.0.12,271,13322.0,46
45.25616918,10.0.0.11,229,20383.0,46
45.54059951,10.0.0.12,258,26615.0,46
45.61986266,10.0.0.12,236,23358.0,46
45.9800282,10.0.0.12,260,21701.0,46
45.53992944,10.0.0.9,228,10676.0,46
45.23182252,10.0.0.12,267,15696.0,46
45.14400044,10.0.0.12,299,16205.0,46
45.30379622,10.0.0.12,248,16800.0,46
45.5723431,10.0.0.12,244,19800.0,46
45.25693063,10.0.0.12,251,27699.0,46
45.19183262,10.0.0.12,243,22336.0,46
45.32842779,10.0.0.12,261,18052.0,46
45.25761398,10.0.0.12,287,15558.0,46
45.62790362,10.0.0.12,249,23937.0,46
45.45589876,10.0.0.5,279,0.0,46
45.44108897,10.0.0.12,257,17847.0,46
45.90771477,10.0.0.12,244,22724.0,46
45.16097517,10.0.0.12,283,12354.0,46
45.86835639,10.0.0.12,265,13106.0,46
45.2958635,10.0.0.12,258,12529.0,46
45.54786363,10.0.0.12,268,11789.0,46
45.72500545,10.0.0.10,266,21941.0,46
45.30650938,10.0.0.12,261,11890.0,46
45.93595387,10.0.0.12,303,11155.0,46
45.53997818,10.0.0.12,257,15071.0,46
45.06781341,10.0.0.12,253,13055.0,46
45.57974471,10.0.0.10,274,0.0,46
45.25614632,10.0.0.12,243,20542.0,46
45.17202418,10.0.0.12,241,19028.0,46
45.70400979,10.0.0.12,248,20610.0,46
45.81987831,10.0.0.12,272,10301.0,46
45.17222311,10.0.0.7,259,13788.0,46
45.69425811,10.0.0.12,230,14691.0,46
45.23973192,10.0.0.12,243,20025.0,46
45.32018833,10.0.0.4,243,15461.0,46
45.90772271,10.0.0.12,244,22724.0,46
45.58807739,10.0.0.12,284,28939.0,46
45.39435966,10.0.0.12,247,18020.0,46
45.7317097,10.0.0.12,238,28991.0,46
45.75589782,10.0.0.12,277,21892.0,46
45.61186543,10.0.0.12,261,11363.0,46
45.47969779,10.0.0.12,236,15315.0,46
45.86761058,10.0.0.12,265,13106.0,46
45.17200359,10.0.0.12,241,19028.0,46
45.18424026,10.0.0.12,272,12628.0,46
45.08368806,10.0.0.12,288,15638.0,46
45.23838506,10.0.0.11,251,16498.0,46
45.43016659,10.0.0.12,248,17440.0,46
45.53999228,10.0.0.12,257,15071.0,46
45.64379762,10.0.0.12,251,25673.0,46
45.84450889,10.0.0.12,239,13935.0,46
45.6838715,10.0.0.12,233,28408.0,46
45.30439701,10.0.0.12,256,14104.0,46
45.5399378,10.0.0.9,228,10676.0,46
45.85961666,10.0.0.12,256,25188.0,46
45.80448735,10.0.0.12,264,27772.0,46
45.38379061,10.0.0.12,247,16631.0,46
45.27214612,10.0.0.12,251,19529.0,46
45.2244808,10.0.0.12,212,12391.0,46
45.82260583,10.0.0.12,265,27885.0,46
45.58807099,10.0.0.12,285,19152.0,46
45.40388951,10.0.0.12,251,14103.0,46
45.74795352,10.0.0.12,260,26961.0,46
45.31166057,10.0.0.12,252,25196.0,46
45.50227971,10.0.0.12,263,11551.0,46
45.08388108,10.0.0.12,248,20554.0,46
45.7040197,10.0.0.12,224,23696.0,46
45.75591042,10.0.0.12,247,14008.0,46
45.92807311,10.0.0.12,248,12658.0,46
45.75965893,10.0.0.12,277,25277.0,46
45.57975982,10.0.0.6,274,0.0,46
45.23170337,10.0.0.12,240,23006.0,46
45.307289,10.0.0.12,245,29978.0,46
45.14401282,10.0.0.12,245,23863.0,46
45.22371667,10.0.0.12,254,10459.0,46
45.8916463,10.0.0.12,226,21041.0,46
45.09165948,10.0.0.12,267,24443.0,46
45.71239481,10.0.0.12,238,23529.0,46
45.03605907,10.0.0.12,248,16717.0,46
45.09227387,10.0.0.12,255,15915.0,46
45.74005872,10.0.0.2,280,23728.0,46
45.57973207,10.0.0.10,274,0.0,46
45.20006023,10.0.0.2,262,0.0,46
45.73564036,10.0.0.12,242,17282.0,46
45.68392469,10.0.0.6,247,13801.0,46
45.95236065,10.0.0.12,232,15269.0,46
45.03605495,10.0.0.12,257,28786.0,46
45.90379078,10.0.0.12,275,11427.0,46
45.75965908,10.0.0.12,281,26604.0,46
45.88399295,10.0.0.12,245,26696.0,46
45.2562463,10.0.0.12,272,25637.0,46
45.42774518,10.0.0.12,267,18125.0,46
45.73562642,10.0.0.12,267,25125.0,46
45.77171668,10.0.0.12,243,12769.0,46
45.97992516,10.0.0.12,260,10805.0,46
45.65172773,10.0.0.12,256,20560.0,46
45.99715409,10.0.0.12,244,18781.0,46
45.21639021,10.0.0.12,268,15744.0,46
45.74796396,10.0.0.12,260,26961.0,46
45.20079553,10.0.0.12,259,11493.0,46
45.23171829,10.0.0.12,240,23006.0,46
45.68387326,10.0.0.12,264,20422.0,46
45.16003222,10.0.0.12,245,11999.0,46
45.46821609,10.0.0.8,268,26149.0,46
45.2958755,10.0.0.12,258,11837.0,46
45.56373652,10.0.0.12,268,10909.0,46
45.74004239,10.0.0.12,233,27411.0,46
45.2399677,10.0.0.4,256,17577.0,46
45.38379059,10.0.0.4,249,26142.0,46
45.11195378,10.0.0.12,282,29545.0,46
45.27998915,10.0.0.12,254,25572.0,46
45.20012166,10.0.0.2,262,0.0,46
45.55589967,10.0.0.12,248,12572.0,46
45.85170667,10.0.0.12,283,25379.0,46
45.17203645,10.0.0.7,251,11051.0,46
45.9800362,10.0.0.12,260,21701.0,46
45.12851264,10.0.0.12,238,14124.0,46
45.3525079,10.0.0.12,247,14115.0,46
45.02813568,10.0.0.12,274,23754.0,46
45.77171128,10.0.0.12,243,12769.0,46
45.31956199,10.0.0.12,250,22306.0,46
45.44262591,10.0.0.8,262,12783.0,46
45.55591153,10.0.0.12,248,12572.0,46
45.33605576,10.0.0.12,239,23248.0,46
45.06780481,10.0.0.12,229,11311.0,46
45.72372798,10.0.0.12,247,10640.0,46
45.54786016,10.0.0.12,246,16496.0,46
45.17202883,10.0.0.7,251,11051.0,46
45.51960625,10.0.0.12,227,27007.0,46
45.08476074,10.0.0.12,255,12668.0,46
45.15530031,10.0.0.2,274,20523.0,46
45.96002473,10.0.0.12,263,28487.0,46
45.72435103,10.0.0.12,269,29078.0,46
45.05192845,10.0.0.12,263,22356.0,46
45.81989905,10.0.0.12,272,10301.0,46
45.18422994,10.0.0.12,272,12628.0,46
45.35251465,10.0.0.12,247,14115.0,46
45.78078822,10.0.0.12,258,29728.0,46
45.16002505,10.0.0.12,245,11999.0,46
45.03604351,10.0.0.12,257,28786.0,46
45.9037839,10.0.0.12,275,11427.0,46
45.62406591,10.0.0.12,295,19527.0,46
45.21839029,10.0.0.12,244,22191.0,46
45.61262529,10.0.0.12,247,12628.0,46
45.71171308,10.0.0.12,223,19343.0,46
45.60669334,10.0.0.12,243,24226.0,46
45.49978435,10.0.0.12,262,18134.0,46
45.13605692,10.0.0.12,231,29204.0,46
45.85962847,10.0.0.12,256,25188.0,46
45.05249247,10.0.0.12,229,16550.0,46
45.36758892,10.0.0.12,277,20052.0,46
45.92809764,10.0.0.6,268,15567.0,46
45.855884,10.0.0.11,282,27019.0,46
45.29586352,10.0.0.12,258,11837.0,46
45.29587533,10.0.0.12,271,11945.0,46
45.71173647,10.0.0.12,261,15373.0,46
45.12850142,10.0.0.12,238,14124.0,46
45.30651898,10.0.0.12,261,11890.0,46
45.046538,10.0.0.12,249,12784.0,46
45.72433371,10.0.0.12,269,29078.0,46
45.27590182,10.0.0.12,252,10249.0,46
45.88785825,10.0.0.12,273,10141.0,46
45.54060168,10.0.0.12,249,10538.0,46
45.45588678,10.0.0.9,279,0.0,46
45.56375166,10.0.0.12,248,25320.0,46
45.08387587,10.0.0.12,259,25015.0,46
45.89988198,10.0.0.12,254,16312.0,46
45.23212789,10.0.0.12,245,26010.0,46
45.05193922,10.0.0.12,263,22356.0,46
45.81195726,10.0.0.12,256,10849.0,46
45.50079074,10.0.0.12,276,26122.0,46
45.20077276,10.0.0.12,259,11493.0,46
45.57179626,10.0.0.12,273,29034.0,46
45.86867436,10.0.0.12,266,28849.0,46
45.62063985,10.0.0.12,266,25306.0,46
45.49183097,10.0.0.12,242,20553.0,46
45.74005013,10.0.0.2,280,23728.0,46
45.76033221,10.0.0.12,256,14627.0,46
45.26539678,10.0.0.12,245,10332.0,46
45.51564608,10.0.0.12,247,11255.0,46
45.17222908,10.0.0.7,259,13788.0,46
45.37768882,10.0.0.1,268,28401.0,46
45.49181828,10.0.0.12,240,28951.0,46
45.9959246,10.0.0.12,285,27561.0,46
45.75589605,10.0.0.12,247,14008.0,46
45.87020646,10.0.0.12,291,11580.0,46
45.09176025,10.0.0.12,267,24443.0,46
45.91878883,10.0.0.4,220,25795.0,46
45.05982355,10.0.0.12,274,23051.0,46
45.29587563,10.0.0.12,258,12529.0,46
45.57180651,10.0.0.12,273,29034.0,46
45.8998728,10.0.0.12,286,20673.0,46
45.4918314,10.0.0.12,240,28951.0,46
45.62789268,10.0.0.12,262,23507.0,46
45.86010606,10.0.0.12,254,26815.0,46
45.86807621,10.0.0.3,269,0.0,46
45.29837866,10.0.0.3,311,0.0,46
45.81269671,10.0.0.12,248,27703.0,46
45.39978527,10.0.0.12,282,12811.0,46
45.66800307,10.0.0.12,244,22244.0,46
45.98798262,10.0.0.6,308,0.0,46
45.90380324,10.0.0.12,261,14294.0,46
45.50006647,10.0.0.12,257,25413.0,46
45.61987532,10.0.0.12,269,20931.0,46
45.68393069,10.0.0.6,247,13801.0,46
45.57169561,10.0.0.1,291,0.0,46
45.97202011,10.0.0.12,271,11493.0,46
45.08474845,10.0.0.12,255,12668.0,46
45.01225006,10.0.0.12,237,27755.0,46
45.5797553,10.0.0.6,274,0.0,46
45.01223426,10.0.0.12,237,27755.0,46
45.03611121,10.0.0.12,261,20155.0,46
45.68385226,10.0.0.12,257,28593.0,46
45.18419842,10.0.0.1,322,0.0,46
45.50005293,10.0.0.12,257,25413.0,46
45.71174375,10.0.0.12,294,20958.0,46
45.16002421,10.0.0.12,261,18381.0,46
45.78772355,10.0.0.12,228,15102.0,46
45.51963506,10.0.0.1,246,21777.0,46
45.85169102,10.0.0.12,283,25379.0,46
45.75970595,10.0.0.12,267,29325.0,46
45.64635622,10.0.0.3,256,22589.0,46
45.72765471,10.0.0.12,290,20793.0,46
45.72773272,10.0.0.9,256,19563.0,46
45.84373829,10.0.0.12,260,29807.0,46
45.35966496,10.0.0.12,229,10871.0,46
45.5195978,10.0.0.12,227,27007.0,46
45.29587926,10.0.0.12,239,25967.0,46
45.21576576,10.0.0.12,255,15098.0,46
45.51565375,10.0.0.12,247,11255.0,46
45.95219071,10.0.0.12,251,24866.0,46
45.46804611,10.0.0.12,283,24569.0,46
45.13583228,10.0.0.12,245,22961.0,46
45.1159402,10.0.0.12,256,10846.0,46
45.18396772,10.0.0.12,241,17468.0,46
45.54784807,10.0.0.12,249,25931.0,46
45.99655216,10.0.0.12,270,22671.0,46
45.86837469,10.0.0.12,250,23408.0,46
45.56391419,10.0.0.12,245,25566.0,46
45.44761441,10.0.0.12,251,10329.0,46
45.37829094,10.0.0.12,254,10201.0,46
45.01213297,10.0.0.12,264,17945.0,46
45.91880583,10.0.0.4,220,25795.0,46
45.1848614,10.0.0.12,257,10493.0,46
45.86869105,10.0.0.12,268,10289.0,46
45.99655742,10.0.0.12,270,22671.0,46
45.02820977,10.0.0.12,238,23316.0,46
45.37642325,10.0.0.12,236,11419.0,46
45.58807702,10.0.0.12,262,18366.0,46
45.40397084,10.0.0.12,211,15593.0,46
45.88647966,10.0.0.12,260,19090.0,46
45.78774096,10.0.0.12,228,15102.0,46
45.12262269,10.0.0.3,273,23457.0,46
45.0838812,10.0.0.12,259,25015.0,46
45.07598299,10.0.0.12,247,10388.0,46
45.9440368,10.0.0.12,251,29527.0,46
45.65977263,10.0.0.11,272,16626.0,46
45.64636709,10.0.0.3,256,22589.0,46
45.22445789,10.0.0.12,212,12391.0,46
45.2800038,10.0.0.12,254,25572.0,46
45.4397084,10.0.0.12,262,25283.0,46
45.0678133,10.0.0.12,229,11311.0,46
45.4118377,10.0.0.12,235,29570.0,46
45.88398065,10.0.0.12,262,18272.0,46
45.40390002,10.0.0.12,251,14103.0,46
45.6838822,10.0.0.12,264,20422.0,46
45.95209087,10.0.0.12,276,19415.0,46
45.94808718,10.0.0.12,258,14693.0,46
45.8559794,10.0.0.11,282,27019.0,46
45.05982043,10.0.0.12,258,29055.0,46
45.60670723,10.0.0.12,243,24226.0,46
45.6600594,10.0.0.12,256,15803.0,46
45.68388011,10.0.0.12,233,28408.0,46
45.78835464,10.0.0.12,262,11908.0,46
45.99018201,10.0.0.12,277,20089.0,46
45.96056179,10.0.0.12,265,17212.0,46
45.93596816,10.0.0.12,303,11155.0,46
45.14400044,10.0.0.12,245,23863.0,46
45.17601858,10.0.0.12,278,26881.0,46
45.61188537,10.0.0.12,261,11363.0,46
45.6597841,10.0.0.11,272,16626.0,46
45.05188488,10.0.0.10,284,16737.0,46
45.35185055,10.0.0.3,247,26121.0,46
45.16094211,10.0.0.12,283,12354.0,46
45.03819642,10.0.0.5,279,0.0,46
45.38380222,10.0.0.4,249,26142.0,46
45.71175648,10.0.0.12,294,20958.0,46
45.47205179,10.0.0.12,258,26523.0,46
45.83588509,10.0.0.6,231,24176.0,46
45.95207773,10.0.0.12,276,19415.0,46
45.53992735,10.0.0.12,255,10939.0,46
45.09568113,10.0.0.12,254,18224.0,46
45.31571862,10.0.0.6,254,24352.0,46
45.07599699,10.0.0.12,247,10388.0,46
45.76034457,10.0.0.12,256,14627.0,46
45.34374324,10.0.0.12,275,23750.0,46
45.68387208,10.0.0.12,257,28593.0,46
45.18471382,10.0.0.12,263,22666.0,46
45.66798592,10.0.0.12,238,14633.0,46
45.06779847,10.0.0.12,253,13055.0,46
45.18470177,10.0.0.12,263,22666.0,46
45.29838524,10.0.0.3,311,0.0,46
45.4476359,10.0.0.12,251,10329.0,46
45.1358553,10.0.0.12,261,18181.0,46
45.4199878,10.0.0.12,254,12279.0,46
45.11592735,10.0.0.12,256,10846.0,46
45.44186425,10.0.0.11,264,25591.0,46
45.23483179,10.0.0.12,297,25122.0,46
45.11194437,10.0.0.12,282,29545.0,46
45.62790358,10.0.0.12,262,23507.0,46
45.14478518,10.0.0.12,248,13532.0,46
45.11194417,10.0.0.12,251,11292.0,46
45.46803735,10.0.0.12,283,24569.0,46
45.13652417,10.0.0.12,261,15751.0,46
45.26426919,10.0.0.12,247,12386.0,46
45.38382008,10.0.0.12,233,11815.0,46
45.82399947,10.0.0.10,253,11916.0,46
45.93623563,10.0.0.12,263,19603.0,46
45.5880565,10.0.0.12,262,18366.0,46
45.99017011,10.0.0.12,277,20089.0,46
45.40021792,10.0.0.12,242,13480.0,46
45.76657114,10.0.0.12,253,21020.0,46
45.58889299,10.0.0.12,213,22910.0,46
45.7917408,10.0.0.12,253,21123.0,46
45.9203531,10.0.0.12,256,29150.0,46
45.64392463,10.0.0.12,251,25673.0,46
45.10424434,10.0.0.12,267,13343.0,46
45.41998237,10.0.0.12,254,12279.0,46
45.00039766,10.0.0.1,274,18828.0,46
45.76655768,10.0.0.12,253,21020.0,46
45.4118405,10.0.0.2,289,0.0,46
45.64400316,10.0.0.12,237,14140.0,46
45.31164972,10.0.0.12,252,25196.0,46
45.70401153,10.0.0.12,224,23696.0,46
45.90815358,10.0.0.12,278,19520.0,46
45.03819105,10.0.0.5,279,0.0,46
45.51999697,10.0.0.9,277,0.0,46
45.26537743,10.0.0.12,245,10332.0,46
45.58805652,10.0.0.12,285,19152.0,46
45.13651867,10.0.0.12,261,15751.0,46
45.46805329,10.0.0.12,276,27723.0,46
45.34647697,10.0.0.12,281,16475.0,46
45.30440808,10.0.0.12,256,14104.0,46
45.81268537,10.0.0.12,248,27703.0,46
45.03607315,10.0.0.12,248,16717.0,46
45.49976303,10.0.0.12,262,18134.0,46
45.45587863,10.0.0.9,279,0.0,46
45.25626153,10.0.0.12,272,25637.0,46
45.38380784,10.0.0.12,247,16631.0,46
45.35183719,10.0.0.12,248,22360.0,46
45.74002567,10.0.0.12,233,27411.0,46
45.93632245,10.0.0.12,269,12234.0,46
45.87614378,10.0.0.6,239,29328.0,46
45.97986704,10.0.0.12,266,10120.0,46
45.88784616,10.0.0.12,273,10141.0,46
45.86866135,10.0.0.12,266,28849.0,46
45.85169836,10.0.0.12,238,11610.0,46
45.72373695,10.0.0.12,247,10640.0,46
45.21639637,10.0.0.12,268,15744.0,46
45.99654575,10.0.0.12,255,27566.0,46
45.73562633,10.0.0.12,242,17282.0,46
45.88397865,10.0.0.12,245,26696.0,46
45.44035844,10.0.0.12,253,27510.0,46
45.53210154,10.0.0.12,260,25087.0,46
45.01214166,10.0.0.12,233,15679.0,46
45.23970421,10.0.0.12,243,20025.0,46
45.0598113,10.0.0.12,258,29055.0,46
45.77993671,10.0.0.11,264,16186.0,46
45.34649353,10.0.0.12,281,16475.0,46
45.05193915,10.0.0.12,257,13904.0,46
45.02813753,10.0.0.12,278,19881.0,46
45.48399092,10.0.0.12,259,20897.0,46
45.58806399,10.0.0.12,284,28939.0,46
45.7117008,10.0.0.12,223,19343.0,46
45.17234814,10.0.0.12,246,22319.0,46
45.47594294,10.0.0.12,273,27510.0,46
45.59628417,10.0.0.12,267,25251.0,46
45.92033356,10.0.0.12,256,29150.0,46
45.44769788,10.0.0.12,245,19470.0,46
45.25614614,10.0.0.12,251,25193.0,46
45.54784668,10.0.0.12,268,11789.0,46
45.75588917,10.0.0.12,277,21892.0,46
45.53994323,10.0.0.12,255,10939.0,46
45.25613544,10.0.0.12,243,20542.0,46
45.27213103,10.0.0.12,261,12724.0,46
45.27214639,10.0.0.12,261,12724.0,46
45.89987005,10.0.0.12,254,16312.0,46
45.37576295,10.0.0.11,283,29279.0,46
45.90796068,10.0.0.12,260,27754.0,46
46.39575046,10.0.0.12,273,17631.0,47
46.91195203,10.0.0.12,254,15754.0,47
46.9357268,10.0.0.12,239,29246.0,47
46.64492879,10.0.0.12,212,29887.0,47
46.24469382,10.0.0.10,243,0.0,47
46.73993938,10.0.0.12,242,15703.0,47
46.21267556,10.0.0.12,259,22844.0,47
46.04756631,10.0.0.12,263,28703.0,47
46.5037273,10.0.0.12,260,28655.0,47
46.90464039,10.0.0.12,241,28045.0,47
46.84808872,10.0.0.12,233,19197.0,47
46.43564297,10.0.0.12,286,19613.0,47
46.1439797,10.0.0.12,247,24878.0,47
46.67303232,10.0.0.12,249,17037.0,47
46.25608642,10.0.0.5,262,0.0,47
46.1356549,10.0.0.12,243,27217.0,47
46.67459151,10.0.0.12,255,17368.0,47
46.21204314,10.0.0.12,260,17514.0,47
46.53596486,10.0.0.12,241,22760.0,47
46.33170954,10.0.0.9,265,0.0,47
46.80878029,10.0.0.12,228,12257.0,47
46.67136207,10.0.0.12,265,29294.0,47
46.33165543,10.0.0.12,231,17589.0,47
46.87652691,10.0.0.12,258,14599.0,47
46.59607565,10.0.0.12,287,17587.0,47
46.03568918,10.0.0.8,278,10530.0,47
46.7121913,10.0.0.12,270,27699.0,47
46.28797566,10.0.0.12,250,20823.0,47
46.41194622,10.0.0.12,264,12141.0,47
46.4630971,10.0.0.12,268,27486.0,47
46.92792151,10.0.0.12,269,18020.0,47
46.55468616,10.0.0.6,260,28888.0,47
46.24468063,10.0.0.10,243,0.0,47
46.99579919,10.0.0.12,270,15322.0,47
46.38447677,10.0.0.12,269,14780.0,47
46.00793676,10.0.0.12,274,27559.0,47
46.82776378,10.0.0.12,241,19543.0,47
46.35600103,10.0.0.12,250,21397.0,47
46.34011255,10.0.0.12,237,20891.0,47
46.80942697,10.0.0.12,231,17055.0,47
46.81576048,10.0.0.12,268,27914.0,47
46.21996728,10.0.0.12,286,23944.0,47
46.73987744,10.0.0.12,246,15367.0,47
46.9679872,10.0.0.7,259,14668.0,47
46.62001353,10.0.0.12,243,22080.0,47
46.90405427,10.0.0.12,235,16044.0,47
46.19576253,10.0.0.12,258,19166.0,47
46.69370038,10.0.0.12,270,19332.0,47
46.53727936,10.0.0.12,279,24282.0,47
46.60406239,10.0.0.12,280,14326.0,47
46.42847136,10.0.0.12,280,18774.0,47
46.17996711,10.0.0.10,231,27395.0,47
46.53664994,10.0.0.3,260,12509.0,47
46.69447778,10.0.0.12,275,15485.0,47
46.41193123,10.0.0.12,264,12141.0,47
46.88773108,10.0.0.8,277,0.0,47
46.86144254,10.0.0.12,258,19722.0,47
46.99998639,10.0.0.12,270,19218.0,47
46.52794843,10.0.0.12,231,10228.0,47
46.19567928,10.0.0.11,241,25781.0,47
46.92786082,10.0.0.12,248,10023.0,47
46.61595097,10.0.0.12,248,16635.0,47
46.96799836,10.0.0.7,259,14668.0,47
46.10446261,10.0.0.12,243,26653.0,47
46.38380566,10.0.0.6,259,0.0,47
46.87684625,10.0.0.12,255,21921.0,47
46.86202972,10.0.0.12,250,24958.0,47
46.7800595,10.0.0.12,248,16226.0,47
46.85959771,10.0.0.12,262,28472.0,47
46.75608242,10.0.0.1,246,10791.0,47
46.27805768,10.0.0.12,255,21631.0,47
46.25321264,10.0.0.12,248,28038.0,47
46.02376798,10.0.0.12,250,29173.0,47
46.74066321,10.0.0.12,215,22640.0,47
46.22154955,10.0.0.12,253,20378.0,47
46.24470664,10.0.0.2,243,0.0,47
46.57182713,10.0.0.5,255,24657.0,47
46.11965866,10.0.0.12,259,23483.0,47
46.15470067,10.0.0.12,245,10274.0,47
46.25607996,10.0.0.8,262,0.0,47
46.05202261,10.0.0.12,256,23246.0,47
46.09561288,10.0.0.12,284,24648.0,47
46.18239947,10.0.0.12,264,23373.0,47
46.98936715,10.0.0.10,244,15548.0,47
46.3837487,10.0.0.12,227,10050.0,47
46.67189551,10.0.0.12,260,17850.0,47
46.59604791,10.0.0.6,277,0.0,47
46.38380975,10.0.0.6,259,0.0,47
46.38379837,10.0.0.9,259,0.0,47
46.97596437,10.0.0.12,272,21481.0,47
46.12802026,10.0.0.12,250,17731.0,47
46.28826167,10.0.0.12,256,12510.0,47
46.28844056,10.0.0.12,251,21011.0,47
46.46808687,10.0.0.12,261,14127.0,47
46.99663461,10.0.0.12,252,26699.0,47
46.92793124,10.0.0.12,269,18020.0,47
46.10442649,10.0.0.12,282,26391.0,47
46.29180315,10.0.0.12,263,24476.0,47
46.35208775,10.0.0.12,280,13491.0,47
46.73996725,10.0.0.12,263,22659.0,47
46.19566862,10.0.0.2,250,19403.0,47
46.19572858,10.0.0.12,270,16949.0,47
46.0625743,10.0.0.12,240,21050.0,47
46.88837796,10.0.0.12,259,16201.0,47
46.47047808,10.0.0.12,249,13434.0,47
46.35595108,10.0.0.12,245,25781.0,47
46.86087963,10.0.0.4,241,12512.0,47
46.98787548,10.0.0.12,266,23722.0,47
46.43566202,10.0.0.12,286,19613.0,47
46.35198037,10.0.0.12,248,16056.0,47
46.67287142,10.0.0.12,267,12412.0,47
46.53600177,10.0.0.11,258,12715.0,47
46.25413373,10.0.0.12,239,21210.0,47
