Time,Destination,Length,Source Port,Second
1.091911379,10.0.0.9,234,12112.0,2
1.039972082,10.0.0.8,239,28618.0,2
1.556016142,10.0.0.8,236,27246.0,2
1.175906666,10.0.0.2,290,0.0,2
1.288027782,10.0.0.2,259,28702.0,2
1.039959103,10.0.0.8,239,28618.0,2
1.328122864,10.0.0.11,230,0.0,2
1.328108549,10.0.0.11,230,0.0,2
1.540133395,10.0.0.12,256,24458.0,2
1.540120422,10.0.0.12,256,24458.0,2
1.499959741,10.0.0.3,257,10798.0,2
1.499945208,10.0.0.3,257,10798.0,2
1.448133576,10.0.0.12,246,27688.0,2
1.448114991,10.0.0.12,246,27688.0,2
1.415880666,10.0.0.8,298,0.0,2
1.41587705,10.0.0.8,298,0.0,2
1.408053252,10.0.0.8,259,18348.0,2
1.408036884,10.0.0.8,259,18348.0,2
1.387651452,10.0.0.9,233,10154.0,2
1.387641316,10.0.0.9,233,10154.0,2
1.552044592,10.0.0.12,267,0.0,2
1.377281809,10.0.0.11,286,17107.0,2
1.377287503,10.0.0.11,286,17107.0,2
1.328139024,10.0.0.6,230,0.0,2
1.347988622,10.0.0.4,265,15095.0,2
1.348003954,10.0.0.4,265,15095.0,2
1.354405983,10.0.0.11,260,24288.0,2
1.354397435,10.0.0.11,260,24288.0,2
1.372001416,10.0.0.9,255,10161.0,2
1.375967277,10.0.0.3,274,17200.0,2
1.375973459,10.0.0.3,274,17200.0,2
1.376565463,10.0.0.5,226,16107.0,2
1.376570053,10.0.0.5,226,16107.0,2
1.371989046,10.0.0.9,255,10161.0,2
2.703674071,10.0.0.12,255,18144.0,3
2.679818832,10.0.0.3,276,16307.0,3
2.67982793,10.0.0.3,276,16307.0,3
2.703662344,10.0.0.12,255,18144.0,3
2.720063677,10.0.0.2,261,25147.0,3
2.751703347,10.0.0.5,275,0.0,3
2.727769758,10.0.0.10,305,0.0,3
2.727772448,10.0.0.10,305,0.0,3
2.75168133,10.0.0.10,275,0.0,3
2.751692949,10.0.0.10,275,0.0,3
2.554584495,10.0.0.1,272,12216.0,3
2.720070437,10.0.0.2,261,25147.0,3
2.636018816,10.0.0.3,221,27722.0,3
2.591726386,10.0.0.1,256,29991.0,3
2.607971552,10.0.0.7,265,19591.0,3
2.60796298,10.0.0.7,265,19591.0,3
2.607946856,10.0.0.3,252,19129.0,3
2.607934997,10.0.0.3,252,19129.0,3
2.591712247,10.0.0.1,256,29991.0,3
2.579901165,10.0.0.4,304,0.0,3
2.57989884,10.0.0.4,304,0.0,3
2.576608657,10.0.0.7,279,20416.0,3
2.576603245,10.0.0.7,279,20416.0,3
2.57600829,10.0.0.1,257,13232.0,3
2.575988709,10.0.0.1,257,13232.0,3
2.75170733,10.0.0.5,275,0.0,3
2.636001983,10.0.0.3,221,27722.0,3
2.783917777,10.0.0.7,270,18721.0,3
2.884204372,10.0.0.5,259,20428.0,3
2.784519213,10.0.0.1,278,28099.0,3
2.5545721,10.0.0.1,272,12216.0,3
2.996568789,10.0.0.2,270,21884.0,3
2.996556494,10.0.0.2,270,21884.0,3
2.995969403,10.0.0.3,261,21021.0,3
2.99595712,10.0.0.3,261,21021.0,3
2.987757631,10.0.0.12,269,10618.0,3
2.987743156,10.0.0.12,269,10618.0,3
2.95965202,10.0.0.3,242,29824.0,3
2.959643669,10.0.0.3,242,29824.0,3
2.944062628,10.0.0.3,233,15884.0,3
2.944047859,10.0.0.3,233,15884.0,3
2.928330234,10.0.0.3,282,0.0,3
2.783926813,10.0.0.7,270,18721.0,3
2.928324628,10.0.0.3,282,0.0,3
2.915990482,10.0.0.5,257,23102.0,3
2.884193372,10.0.0.5,259,20428.0,3
2.847717994,10.0.0.12,267,17213.0,3
2.847710695,10.0.0.12,267,17213.0,3
2.815564949,10.0.0.2,279,0.0,3
2.815560131,10.0.0.2,279,0.0,3
2.808531928,10.0.0.11,267,15616.0,3
2.808521779,10.0.0.11,267,15616.0,3
2.792148333,10.0.0.10,262,13173.0,3
2.792148141,10.0.0.6,278,29846.0,3
2.792142028,10.0.0.6,278,29846.0,3
2.792139587,10.0.0.10,262,13173.0,3
2.91599974,10.0.0.5,257,23102.0,3
2.523902677,10.0.0.7,263,28364.0,3
2.78450421,10.0.0.1,278,28099.0,3
2.508088836,10.0.0.2,279,27405.0,3
2.219882352,10.0.0.12,275,17586.0,3
2.219873706,10.0.0.12,275,17586.0,3
2.191666957,10.0.0.2,292,0.0,3
2.191665023,10.0.0.2,292,0.0,3
2.187768763,10.0.0.7,261,0.0,3
2.187764379,10.0.0.7,261,0.0,3
2.183663835,10.0.0.2,276,21586.0,3
2.18365228,10.0.0.2,276,21586.0,3
2.176147135,10.0.0.3,235,23229.0,3
2.176141523,10.0.0.3,235,23229.0,3
2.175694153,10.0.0.11,267,14444.0,3
2.175682881,10.0.0.11,267,14444.0,3
2.256153968,10.0.0.11,256,24968.0,3
2.175670799,10.0.0.6,283,22833.0,3
2.163700744,10.0.0.5,245,24361.0,3
2.163686102,10.0.0.5,245,24361.0,3
2.115881271,10.0.0.10,289,0.0,3
2.115877604,10.0.0.10,289,0.0,3
2.075604657,10.0.0.5,265,28765.0,3
2.075598427,10.0.0.5,265,28765.0,3
2.067966749,10.0.0.2,292,19558.0,3
2.067937005,10.0.0.2,292,19558.0,3
2.043780597,10.0.0.4,259,19355.0,3
2.043770745,10.0.0.4,259,19355.0,3
2.012128135,10.0.0.3,253,16258.0,3
2.5238929,10.0.0.7,263,28364.0,3
2.175663418,10.0.0.6,283,22833.0,3
2.256172362,10.0.0.11,256,24968.0,3
2.012111548,10.0.0.3,253,16258.0,3
2.279978329,10.0.0.4,257,15019.0,3
2.50808039,10.0.0.2,279,27405.0,3
2.492080759,10.0.0.7,280,19042.0,3
2.492072878,10.0.0.7,280,19042.0,3
2.463977488,10.0.0.8,242,18702.0,3
2.463962586,10.0.0.8,242,18702.0,3
2.435906147,10.0.0.8,252,29022.0,3
2.435894971,10.0.0.8,252,29022.0,3
2.399924598,10.0.0.10,236,22269.0,3
2.279965798,10.0.0.4,257,15019.0,3
2.399918323,10.0.0.5,260,18073.0,3
2.399910708,10.0.0.10,236,22269.0,3
2.383831329,10.0.0.11,286,11716.0,3
2.38382208,10.0.0.11,286,11716.0,3
2.383784806,10.0.0.11,248,20549.0,3
2.399924303,10.0.0.5,260,18073.0,3
2.372365779,10.0.0.11,240,20914.0,3
2.383774688,10.0.0.11,248,20549.0,3
2.295920696,10.0.0.8,281,28294.0,3
2.295930832,10.0.0.8,281,28294.0,3
2.319801498,10.0.0.1,278,0.0,3
2.319830412,10.0.0.10,278,0.0,3
2.319820353,10.0.0.1,278,0.0,3
2.360007523,10.0.0.9,265,25654.0,3
2.360018425,10.0.0.9,265,25654.0,3
2.370769657,10.0.0.12,263,15802.0,3
2.370778002,10.0.0.12,263,15802.0,3
2.372360315,10.0.0.11,240,20914.0,3
2.319837795,10.0.0.10,278,0.0,3
3.643939663,10.0.0.10,261,12692.0,4
3.627661431,10.0.0.2,241,22869.0,4
3.640012835,10.0.0.4,243,29008.0,4
3.640020992,10.0.0.4,243,29008.0,4
3.643950737,10.0.0.10,261,12692.0,4
3.751840347,10.0.0.1,262,19795.0,4
3.703953954,10.0.0.9,263,10282.0,4
3.719855775,10.0.0.4,237,24630.0,4
3.719865702,10.0.0.4,237,24630.0,4
3.751840532,10.0.0.5,246,13453.0,4
3.703943471,10.0.0.9,263,10282.0,4
3.627646298,10.0.0.2,241,22869.0,4
3.544561149,10.0.0.1,243,0.0,4
3.619966721,10.0.0.6,244,25036.0,4
3.608309137,10.0.0.5,287,0.0,4
3.608304766,10.0.0.5,287,0.0,4
3.608208417,10.0.0.3,271,13674.0,4
3.608198365,10.0.0.3,271,13674.0,4
3.575831335,10.0.0.1,258,24877.0,4
3.57581981,10.0.0.1,258,24877.0,4
3.563867178,10.0.0.11,258,21657.0,4
3.563859707,10.0.0.11,258,21657.0,4
3.544571702,10.0.0.3,243,0.0,4
3.544568689,10.0.0.3,243,0.0,4
3.751850107,10.0.0.1,262,19795.0,4
3.544554027,10.0.0.1,243,0.0,4
3.619975081,10.0.0.6,244,25036.0,4
3.751850673,10.0.0.5,246,13453.0,4
3.859614056,10.0.0.10,255,17593.0,4
3.767668939,10.0.0.9,242,27994.0,4
3.97967843,10.0.0.7,252,20076.0,4
3.543895101,10.0.0.5,274,16645.0,4
3.971929155,10.0.0.6,266,12043.0,4
3.97192081,10.0.0.6,266,12043.0,4
3.955903121,10.0.0.11,261,24243.0,4
3.955892471,10.0.0.11,261,24243.0,4
3.94372276,10.0.0.2,232,11875.0,4
3.943718135,10.0.0.2,232,11875.0,4
3.91988844,10.0.0.11,244,12841.0,4
3.919868914,10.0.0.11,244,12841.0,4
3.904051468,10.0.0.4,270,26084.0,4
3.904035978,10.0.0.4,270,26084.0,4
3.860030012,10.0.0.12,269,26793.0,4
3.860016208,10.0.0.12,269,26793.0,4
3.859622107,10.0.0.10,255,17593.0,4
3.839974508,10.0.0.3,265,18636.0,4
3.839960014,10.0.0.3,265,18636.0,4
3.824073883,10.0.0.5,259,20724.0,4
3.824064041,10.0.0.5,259,20724.0,4
3.811657857,10.0.0.7,248,19412.0,4
3.811648049,10.0.0.7,248,19412.0,4
3.807850515,10.0.0.10,283,25844.0,4
3.807837105,10.0.0.10,283,25844.0,4
3.780157002,10.0.0.6,254,0.0,4
3.78015245,10.0.0.6,254,0.0,4
3.780145029,10.0.0.1,254,0.0,4
3.780135143,10.0.0.1,254,0.0,4
3.767661676,10.0.0.9,242,27994.0,4
3.543884281,10.0.0.5,274,16645.0,4
3.979672427,10.0.0.7,252,20076.0,4
3.51154203,10.0.0.10,234,14541.0,4
3.208093791,10.0.0.4,277,24679.0,4
3.208072445,10.0.0.4,291,0.0,4
3.208070606,10.0.0.4,291,0.0,4
3.191752582,10.0.0.9,239,10495.0,4
3.191745678,10.0.0.9,239,10495.0,4
3.190421325,10.0.0.7,262,24797.0,4
3.19041314,10.0.0.7,262,24797.0,4
3.175766771,10.0.0.5,280,0.0,4
3.17576256,10.0.0.5,280,0.0,4
3.151564834,10.0.0.12,268,13499.0,4
3.151555691,10.0.0.12,268,13499.0,4
3.139643875,10.0.0.3,240,0.0,4
3.139634517,10.0.0.5,240,0.0,4
3.13962686,10.0.0.5,240,0.0,4
3.132099512,10.0.0.12,247,12186.0,4
3.132088393,10.0.0.12,247,12186.0,4
3.091836951,10.0.0.1,280,0.0,4
3.091832202,10.0.0.1,280,0.0,4
3.076000319,10.0.0.2,281,15629.0,4
3.075983184,10.0.0.2,281,15629.0,4
3.023822123,10.0.0.1,262,11283.0,4
3.023811484,10.0.0.1,262,11283.0,4
3.02371515,10.0.0.12,271,27951.0,4
3.023696374,10.0.0.12,271,27951.0,4
3.003769649,10.0.0.6,241,19651.0,4
3.003761736,10.0.0.6,241,19651.0,4
3.511556927,10.0.0.10,234,14541.0,4
3.208105802,10.0.0.4,277,24679.0,4
3.227935259,10.0.0.4,258,28154.0,4
3.139646105,10.0.0.3,240,0.0,4
3.227959895,10.0.0.6,236,10560.0,4
3.227944316,10.0.0.4,258,28154.0,4
3.499988787,10.0.0.9,218,28902.0,4
3.43604739,10.0.0.9,259,14312.0,4
3.43603381,10.0.0.9,259,14312.0,4
3.423861809,10.0.0.12,274,16549.0,4
3.423849864,10.0.0.12,274,16549.0,4
3.415878414,10.0.0.5,275,26105.0,4
3.415868582,10.0.0.5,275,26105.0,4
3.415861323,10.0.0.11,276,18685.0,4
3.415846112,10.0.0.11,276,18685.0,4
3.403856466,10.0.0.6,231,13051.0,4
3.403847338,10.0.0.6,231,13051.0,4
3.391762113,10.0.0.7,274,27523.0,4
3.391754673,10.0.0.7,274,27523.0,4
3.49999856,10.0.0.9,218,28902.0,4
3.378904179,10.0.0.1,251,25473.0,4
3.378914067,10.0.0.1,251,25473.0,4
3.295645353,10.0.0.10,239,29995.0,4
3.295654606,10.0.0.10,239,29995.0,4
3.303632296,10.0.0.8,253,15593.0,4
3.303646671,10.0.0.8,253,15593.0,4
3.339805071,10.0.0.6,266,20080.0,4
3.227968351,10.0.0.6,236,10560.0,4
3.360081588,10.0.0.1,263,19717.0,4
3.360093001,10.0.0.12,243,28223.0,4
3.360100199,10.0.0.1,263,19717.0,4
3.360106773,10.0.0.12,243,28223.0,4
3.339813714,10.0.0.6,266,20080.0,4
4.623861778,10.0.0.9,286,0.0,5
4.635999122,10.0.0.8,242,27138.0,5
4.63600889,10.0.0.8,242,27138.0,5
4.699867336,10.0.0.9,247,24531.0,5
4.644029559,10.0.0.3,265,29482.0,5
4.6597958,10.0.0.3,252,19626.0,5
4.659781784,10.0.0.3,252,19626.0,5
4.691903061,10.0.0.4,243,14708.0,5
4.691910868,10.0.0.4,243,14708.0,5
4.699858971,10.0.0.9,247,24531.0,5
4.623858649,10.0.0.9,286,0.0,5
4.644035269,10.0.0.3,265,29482.0,5
4.612642305,10.0.0.3,239,25427.0,5
4.554645814,10.0.0.9,271,26137.0,5
4.61210462,10.0.0.10,317,0.0,5
4.612100081,10.0.0.10,317,0.0,5
4.572091036,10.0.0.11,273,23797.0,5
4.572074862,10.0.0.11,273,23797.0,5
4.554641395,10.0.0.9,271,26137.0,5
4.551607874,10.0.0.8,235,11743.0,5
4.55159651,10.0.0.8,235,11743.0,5
4.539865656,10.0.0.4,241,24409.0,5
4.539850079,10.0.0.4,241,24409.0,5
4.491745811,10.0.0.4,251,10256.0,5
4.491734851,10.0.0.4,251,10256.0,5
4.751554471,10.0.0.8,271,13394.0,5
4.612636295,10.0.0.3,239,25427.0,5
4.751564971,10.0.0.8,271,13394.0,5
4.987753317,10.0.0.1,256,28050.0,5
4.768098448,10.0.0.7,264,19523.0,5
4.987749747,10.0.0.7,284,10034.0,5
4.98773912,10.0.0.7,284,10034.0,5
4.987739008,10.0.0.1,256,28050.0,5
4.975866765,10.0.0.5,267,28468.0,5
4.975854981,10.0.0.5,267,28468.0,5
4.962616563,10.0.0.8,259,22793.0,5
4.962602118,10.0.0.8,259,22793.0,5
4.915902494,10.0.0.11,263,25326.0,5
4.91589104,10.0.0.11,263,25326.0,5
4.888006063,10.0.0.11,240,28665.0,5
4.887989862,10.0.0.11,240,28665.0,5
4.863960796,10.0.0.1,261,24664.0,5
4.863943618,10.0.0.1,261,24664.0,5
4.848054055,10.0.0.11,261,10791.0,5
4.848044616,10.0.0.11,261,10791.0,5
4.839955942,10.0.0.12,254,24148.0,5
4.839946348,10.0.0.12,254,24148.0,5
4.831740727,10.0.0.5,234,24798.0,5
4.831737929,10.0.0.11,244,26524.0,5
4.831731644,10.0.0.5,234,24798.0,5
4.831726158,10.0.0.11,244,26524.0,5
4.811600338,10.0.0.10,253,0.0,5
4.811596486,10.0.0.10,253,0.0,5
4.779918623,10.0.0.12,231,12394.0,5
4.779905354,10.0.0.12,231,12394.0,5
4.768114205,10.0.0.1,273,0.0,5
4.768107311,10.0.0.1,273,0.0,5
4.768093038,10.0.0.7,264,19523.0,5
4.472007851,10.0.0.5,208,17087.0,5
4.450723726,10.0.0.1,271,19641.0,5
4.450694845,10.0.0.1,271,19641.0,5
4.207600215,10.0.0.6,252,14818.0,5
4.207593146,10.0.0.6,252,14818.0,5
4.195614268,10.0.0.4,232,12260.0,5
4.195605965,10.0.0.4,232,12260.0,5
4.188074922,10.0.0.12,243,25962.0,5
4.188065825,10.0.0.12,243,25962.0,5
4.155705,10.0.0.10,238,12509.0,5
4.155697916,10.0.0.10,238,12509.0,5
4.155646602,10.0.0.2,234,20872.0,5
4.155637735,10.0.0.2,234,20872.0,5
4.139829934,10.0.0.2,241,28000.0,5
4.107884302,10.0.0.11,258,0.0,5
4.216002713,10.0.0.1,251,16760.0,5
4.107880447,10.0.0.11,258,0.0,5
4.071979839,10.0.0.5,248,13109.0,5
4.071964895,10.0.0.7,264,24008.0,5
4.071953502,10.0.0.7,264,24008.0,5
4.063858662,10.0.0.8,267,10628.0,5
4.063846738,10.0.0.8,267,10628.0,5
4.023959135,10.0.0.9,247,19271.0,5
4.02395705,10.0.0.6,269,29184.0,5
4.023945996,10.0.0.9,247,19271.0,5
4.023945831,10.0.0.6,269,29184.0,5
4.011919353,10.0.0.7,234,29232.0,5
4.011909621,10.0.0.7,234,29232.0,5
4.471923508,10.0.0.5,208,17087.0,5
4.071985565,10.0.0.5,248,13109.0,5
4.216014385,10.0.0.1,251,16760.0,5
4.139823614,10.0.0.2,241,28000.0,5
4.235948694,10.0.0.8,258,0.0,5
4.235936964,10.0.0.8,258,0.0,5
4.435683164,10.0.0.1,257,24434.0,5
4.427598551,10.0.0.3,253,20175.0,5
4.427590255,10.0.0.3,253,20175.0,5
4.415734804,10.0.0.9,304,0.0,5
4.415728207,10.0.0.9,304,0.0,5
4.407816359,10.0.0.2,246,21758.0,5
4.407805911,10.0.0.2,246,21758.0,5
4.395812928,10.0.0.12,251,15870.0,5
4.395803632,10.0.0.12,251,15870.0,5
4.364181939,10.0.0.10,265,15698.0,5
4.364098883,10.0.0.12,243,26788.0,5
4.364081701,10.0.0.10,265,15698.0,5
4.435693572,10.0.0.1,257,24434.0,5
4.34387154,10.0.0.4,268,26808.0,5
4.364081184,10.0.0.12,243,26788.0,5
4.235962362,10.0.0.4,258,0.0,5
4.263574057,10.0.0.5,275,10196.0,5
4.26358072,10.0.0.5,275,10196.0,5
4.263588502,10.0.0.12,289,0.0,5
4.263595569,10.0.0.12,289,0.0,5
4.235959112,10.0.0.4,258,0.0,5
4.279845383,10.0.0.12,246,19505.0,5
4.331818423,10.0.0.7,251,16539.0,5
4.331827745,10.0.0.7,251,16539.0,5
4.34377982,10.0.0.4,268,26808.0,5
4.279832687,10.0.0.12,246,19505.0,5
5.664049723,10.0.0.12,258,28803.0,6
5.664692973,10.0.0.5,289,0.0,6
5.664697585,10.0.0.5,289,0.0,6
5.759715352,10.0.0.3,277,23296.0,6
5.704105581,10.0.0.8,267,26207.0,6
5.704141437,10.0.0.10,262,0.0,6
5.704133468,10.0.0.10,262,0.0,6
5.704149475,10.0.0.12,262,0.0,6
5.704151977,10.0.0.12,262,0.0,6
5.75970707,10.0.0.3,277,23296.0,6
5.664047835,10.0.0.5,270,15445.0,6
5.704118331,10.0.0.8,267,26207.0,6
5.664040425,10.0.0.12,258,28803.0,6
5.61192619,10.0.0.8,256,29641.0,6
5.651762255,10.0.0.2,250,12245.0,6
5.651746418,10.0.0.2,250,12245.0,6
5.615674318,10.0.0.8,280,0.0,6
5.61567285,10.0.0.8,280,0.0,6
5.611913192,10.0.0.8,256,29641.0,6
5.603888859,10.0.0.7,229,25754.0,6
5.60387923,10.0.0.7,229,25754.0,6
5.590549168,10.0.0.4,282,10751.0,6
